contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C3,Up,GO_BP,GO:0007266,Rho protein signal transduction,20/726,138/16355,2.967618926971482e-6,1.2055189272613292e-4,9.818425087035763e-5,20,DOCK10/COL3A1/EPS8/RHOJ/DOCK11/DLC1/RHOU/KANK2/RHOBTB1/F2R/AGTR1/TEK/COL1A2/LPAR1/LRRK2/ARHGAP20/ADRA2A/MYOC/RHOB/BCL6
C3,Up,GO_BP,GO:0048659,smooth muscle cell proliferation,21/726,150/16355,2.9765899438551336e-6,1.2055189272613292e-4,9.818425087035763e-5,21,MMP2/ADAMTS1/DDR2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/PIK3R1/PDE1A/OGN/PRKG1/APOD/CCN3/FGF2/CNN1/S1PR1/GJA1/KLF4/JUN
C3,Up,GO_BP,GO:0071772,response to BMP,22/726,163/16355,3.226374059952811e-6,1.284534350310026e-4,1.0461971193513354e-4,22,ENG/FBN1/BMP4/GREM2/GPC3/ACVRL1/CHRDL1/SMAD6/TFAP2B/SMAD9/CHRD/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/CRIM1/BMPER/EGR1/SULF1/BAMBI
C3,Up,GO_BP,GO:0071773,cellular response to BMP stimulus,22/726,163/16355,3.226374059952811e-6,1.284534350310026e-4,1.0461971193513354e-4,22,ENG/FBN1/BMP4/GREM2/GPC3/ACVRL1/CHRDL1/SMAD6/TFAP2B/SMAD9/CHRD/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/CRIM1/BMPER/EGR1/SULF1/BAMBI
C3,Up,GO_BP,GO:0043010,camera-type eye development,36/726,355/16355,3.458510999028566e-6,1.3653852666753113e-4,1.1120466591303703e-4,36,COL4A1/PDGFRA/RHOJ/ZEB1/WNT2B/FBN1/PDGFRB/FLT1/BMP4/OSR2/RORB/TWIST1/FZD4/NES/MITF/VSTM4/SERPINF1/ACVRL1/TFAP2B/PITX2/FOXF2/PTPRM/FGF2/CITED2/LAMC3/AQP1/BMP7/CACNA1C/NTRK2/GJA1/KLF4/COL8A2/COL8A1/WNT2/SLC25A25/ANGPTL7
C3,Up,GO_BP,GO:0045766,positive regulation of angiogenesis,22/726,165/16355,3.954624750827162e-6,1.5473289484895766e-4,1.260231840595015e-4,22,PRKD1/ENG/CCBE1/FLT1/TWIST1/GATA2/PTGIS/JCAD/TEK/SMOC2/ACVRL1/TIE1/FGF2/AQP1/TNN/FGF18/DDAH1/EMILIN1/KLF4/BMPER/RHOB/ADM
C3,Up,GO_BP,GO:0001667,ameboidal-type cell migration,27/726,230/16355,3.9852448439173855e-6,1.5473289484895766e-4,1.260231840595015e-4,27,DDR2/ZEB2/PTPRG/KANK2/BMP4/ACTA2/TNS1/TWIST1/ENPP2/GPC3/SNAI1/PITX2/SOX10/ARID5B/SEMA3G/CYGB/SOX17/CCN3/FGF2/KIT/CD248/DAAM2/AQP1/BMP7/GJA1/IRS2/ZFAND5
C3,Up,GO_BP,GO:0043583,ear development,26/726,218/16355,4.4778741827612095e-6,1.7243485992305053e-4,1.404406613834081e-4,26,ZEB1/LIN7A/EYA4/BMP4/PRRX1/OSR2/CTHRC1/DCHS1/TWIST1/GATA2/ITGA8/BCL2/PLPPR4/TBX3/ROR1/CYTL1/FGFR1/C1QTNF5/FGF2/MSX1/SOBP/FRZB/BMPER/SPARC/MAFB/SLC25A27
C3,Up,GO_BP,GO:0060349,bone morphogenesis,16/726,97/16355,5.301772727932081e-6,2.0004603244554704e-4,1.6292875533587944e-4,16,COL3A1/COL1A1/CSGALNACT1/MEF2C/BMP4/OSR2/NPR2/TWIST1/TEK/AXIN2/CYP26B1/GHR/COL13A1/CITED2/MSX1/FGF18
C3,Up,GO_BP,GO:1901888,regulation of cell junction assembly,29/726,261/16355,5.308823239433822e-6,2.0004603244554704e-4,1.6292875533587944e-4,29,DOCK10/FERMT2/MAP1B/LIN7A/NEGR1/DLC1/MEF2C/LIMCH1/THBS2/GPM6B/PEAK1/TEK/ACVRL1/IRX3/COL16A1/EPHA3/CLDN5/SNAI1/CLSTN2/ELMO1/FGFR1/APOD/FAM107A/IGSF11/NTRK2/DCLK1/MYOC/ROBO2/LRP4
C3,Up,GO_BP,GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,9/726,31/16355,5.322638155745717e-6,2.0004603244554704e-4,1.6292875533587944e-4,9,BMP4/GATA2/AGTR1/JCAD/ACVRL1/MMRN2/PPP1R16B/FGF2/BMPER
C3,Up,GO_BP,GO:0035904,aorta development,13/726,66/16355,5.409332064347777e-6,2.0169080982782424e-4,1.6426835466920776e-4,13,COL3A1/PLXND1/ENG/PDGFRB/MYLK/PKD2/ACVRL1/SMAD6/TFAP2B/FKBP10/LRP1/LOXL1/ROBO2
C3,Up,GO_BP,GO:0001952,regulation of cell-matrix adhesion,18/726,120/16355,5.618316072985771e-6,2.0783345599123743e-4,1.6927127165605702e-4,18,POSTN/FERMT2/DLC1/LIMCH1/CSF1/GPM6B/PEAK1/TEK/ACVRL1/BCL2/PIK3R1/COL16A1/EPHA3/APOD/FAM107A/BST1/MYOC/BCL6
C3,Up,GO_BP,GO:1901654,response to ketone,26/726,222/16355,6.253858432267174e-6,2.2953614777180612e-4,1.8694716612903931e-4,26,POSTN/PTGFR/PRKD1/SLIT3/ABCB4/A2M/AXIN2/GNG2/SERPINF1/TXNIP/AR/FOXO3/GHR/ITGAM/SOX10/KLF2/PTGER2/CCL19/ADCY2/AQP1/TGFBR3/KLF4/SGK1/FOSB/ERRFI1/KLF9
C3,Up,GO_BP,GO:0042327,positive regulation of phosphorylation,42/726,456/16355,6.365258298512674e-6,2.318138254760662e-4,1.888022351292825e-4,42,FERMT2/PLPP3/DDR2/DAB2/TLR4/FBN1/PDGFRB/FLT1/BMP4/LIMCH1/NTRK3/FZD7/ANGPT1/ENPP2/GFRA1/LEPR/PDE5A/TEK/AXIN2/PECAM1/AR/LRRK2/TCIM/CLIP3/RARRES2/FAXDC2/HCLS1/THBS4/GHR/ADRA2A/FGFR1/FGF2/KIT/CCL19/CEMIP/RGCC/CCN1/FGF18/NTRK2/GPNMB/PELI2/LRP4
C3,Up,GO_BP,GO:0060840,artery development,17/726,110/16355,6.750570186725371e-6,2.4395522105566e-4,1.9869087148782774e-4,17,COL3A1/PLXND1/ENG/PDGFRB/BMP4/PRRX1/MYLK/PKD2/ADGRF5/ACVRL1/SMAD6/TFAP2B/CITED2/FKBP10/LRP1/LOXL1/ROBO2
C3,Up,GO_BP,GO:0030326,embryonic limb morphogenesis,18/726,122/16355,7.12548185252287e-6,2.519049780038548e-4,2.0516560127355703e-4,18,RECK/BMP4/PRRX1/OSR2/TWIST1/GPC3/TBX3/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/LRP4
C3,Up,GO_BP,GO:0035113,embryonic appendage morphogenesis,18/726,122/16355,7.12548185252287e-6,2.519049780038548e-4,2.0516560127355703e-4,18,RECK/BMP4/PRRX1/OSR2/TWIST1/GPC3/TBX3/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/LRP4
C3,Up,GO_BP,GO:0048660,regulation of smooth muscle cell proliferation,20/726,146/16355,7.131409551833267e-6,2.519049780038548e-4,2.0516560127355703e-4,20,MMP2/ADAMTS1/DDR2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/PIK3R1/PDE1A/OGN/PRKG1/APOD/FGF2/CNN1/S1PR1/GJA1/KLF4/JUN
C3,Up,GO_BP,GO:0048645,animal organ formation,13/726,68/16355,7.645855990132397e-6,2.623832490005191e-4,2.1369969530525578e-4,13,WNT2B/MEF2C/BMP4/AXIN2/AR/FGFR1/SOX17/FGF2/CITED2/BMP7/WNT2/ROBO2/SULF1
C3,Up,GO_BP,GO:0150116,regulation of cell-substrate junction organization,13/726,68/16355,7.645855990132397e-6,2.623832490005191e-4,2.1369969530525578e-4,13,FERMT2/DLC1/LIMCH1/GPM6B/PEAK1/TEK/ACVRL1/PIK3R1/COL16A1/EPHA3/APOD/FAM107A/MYOC
C3,Up,GO_BP,GO:0010717,regulation of epithelial to mesenchymal transition,17/726,111/16355,7.64792424113665e-6,2.623832490005191e-4,2.1369969530525578e-4,17,FERMT2/DAB2/COL1A1/ENG/BMP4/TNXB/QKI/TWIST1/TGFB1I1/AXIN2/EPHA3/SNAI1/ZNF703/RGCC/OLFM1/BMP7/BAMBI
C3,Up,GO_BP,GO:0007179,transforming growth factor beta receptor signaling pathway,25/726,211/16355,7.65144851278653e-6,2.623832490005191e-4,2.1369969530525578e-4,25,COL3A1/FERMT2/DAB2/ZEB1/ZEB2/ENG/FBN1/LRRC32/LTBP2/ASPN/ITGA8/TGFB1I1/COL1A2/ACVRL1/FMOD/SMAD6/CLDN5/SMAD9/TSC22D1/ZNF703/CITED2/TGFBR3/DKK3/JUN/BAMBI
C3,Up,GO_BP,GO:0072009,nephron epithelium development,18/726,123/16355,8.007562737797751e-6,2.726052879867669e-4,2.220250995567874e-4,18,WNT2B/MEF2C/BMP4/DCHS1/GPC3/PKD2/PECAM1/PODXL/BCL2/IRX3/TFAP2B/KLF15/MAGI2/FGF2/POU3F3/AQP1/IRX1/PBX1
C3,Up,GO_BP,GO:0070252,actin-mediated cell contraction,17/726,112/16355,8.650648402359598e-6,2.9237946902363585e-4,2.3813030626714988e-4,17,GJC1/CACNA2D1/ZEB2/LIMCH1/ACTA2/KCNE4/QKI/SGCD/PLN/SCN7A/ANK2/KCNJ8/SCN4B/CACNA1C/KCNJ2/EPDR1/GJA1
C3,Up,GO_BP,GO:0003203,endocardial cushion morphogenesis,10/726,41/16355,8.956839153620074e-6,2.9942136011767024e-4,2.4386561897061037e-4,10,ADAMTS5/ENG/DCHS1/TWIST1/ACVRL1/TBX3/SNAI1/MSX1/BMP7/ROBO2
C3,Up,GO_BP,GO:0001704,formation of primary germ layer,18/726,124/16355,8.986464831117816e-6,2.9942136011767024e-4,2.4386561897061037e-4,18,MMP2/COL4A2/BMP4/FZD7/COL6A1/ITGA8/EYA2/SNAI1/ITGA7/ITGB2/COL5A1/FGFR1/SOX17/BMP7/GJA1/KLF4/COL8A1/DUSP1
C3,Up,GO_BP,GO:0007389,pattern specification process,42/726,463/16355,9.260360026446616e-6,3.0637444650877607e-4,2.495286041225608e-4,42,ZEB1/WNT2B/ENG/MEF2C/BMP4/OSR2/DCHS1/HHEX/GREM2/BICC1/GPC3/MEOX2/PKD2/AXIN2/MNS1/ACVRL1/CHRDL1/IRX3/SMAD6/TBX3/SNAI1/PITX2/CYP26B1/ITGAM/CHRD/FGFR1/SOX17/MEOX1/FGF2/CITED2/MSX1/DAAM2/IRX1/BMP7/PBX1/ZBTB16/GJA1/WNT2/ROBO2/MAFB/LRP4/EMX2
C3,Up,GO_BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,23/726,187/16355,9.472028139761842e-6,3.111859314727352e-4,2.534473484581104e-4,23,FERMT2/PRKD1/PDGFRA/DDR2/ENG/PDGFRB/FLT1/PDGFD/IGFBP5/NTRK3/ANGPT1/F2R/TEK/ROR1/HCLS1/FGFR1/FGF2/KIT/CCL19/NTRK2/DCN/IRS2/MYOC
C3,Up,GO_BP,GO:0001934,positive regulation of protein phosphorylation,40/726,433/16355,9.845636662208042e-6,3.2121389610453735e-4,2.616146876251918e-4,40,FERMT2/PLPP3/DDR2/DAB2/TLR4/FBN1/PDGFRB/FLT1/BMP4/LIMCH1/NTRK3/ANGPT1/ENPP2/GFRA1/LEPR/PDE5A/TEK/AXIN2/PECAM1/LRRK2/TCIM/CLIP3/RARRES2/FAXDC2/HCLS1/THBS4/GHR/ADRA2A/FGFR1/FGF2/KIT/CCL19/CEMIP/RGCC/CCN1/FGF18/NTRK2/GPNMB/PELI2/LRP4
C3,Up,GO_BP,GO:0014909,smooth muscle cell migration,14/726,80/16355,1.0096260120375797e-5,3.271188279001758e-4,2.6642399664294754e-4,14,ADAMTS1/POSTN/DDR2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/LPAR1/BCL2/PRKG1/CCN3/LRP1
C3,Up,GO_BP,GO:0008585,female gonad development,16/726,102/16355,1.0312889048602568e-5,3.318489914406498e-4,2.702765082312209e-4,16,MMP2/ADAMTS1/PDGFRA/ZFPM2/SLIT3/NPR2/FZD4/A2M/BCL2/PTX3/FOXO3/ARID5B/KIT/INHBB/NUPR1/ROBO2
C3,Up,GO_BP,GO:0048592,eye morphogenesis,21/726,164/16355,1.2322915571666983e-5,3.938303221475611e-4,3.2075759472258847e-4,21,MFAP5/ZEB1/WNT2B/FBN1/BMP4/RORB/TWIST1/BCL2/TFAP2B/PITX2/FOXF2/COL5A1/PTPRM/FGF2/CITED2/AQP1/BMP7/NTRK2/COL8A2/COL8A1/WNT2
C3,Up,GO_BP,GO:0042063,gliogenesis,34/726,347/16355,1.3436684570617701e-5,4.239575787374793e-4,3.4529492924441254e-4,34,COL3A1/PLPP3/LAMA2/ZEB2/TLR4/IL33/CSF1/GPM6B/QKI/COL6A1/CLU/LEPR/LPAR1/PLP1/TNFRSF1B/ROR1/ID4/SOX10/KLF15/PTN/FGF2/LAMC3/IL6ST/PENK/DAAM2/MXRA8/MATN2/NR1D1/GPR183/CCL2/NTRK2/LRP1/MYOC/WASF3
C3,Up,GO_BP,GO:0048839,inner ear development,23/726,191/16355,1.3446079019132486e-5,4.239575787374793e-4,3.4529492924441254e-4,23,ZEB1/LIN7A/EYA4/BMP4/PRRX1/CTHRC1/DCHS1/GATA2/ITGA8/PLPPR4/TBX3/ROR1/CYTL1/FGFR1/C1QTNF5/FGF2/MSX1/SOBP/FRZB/BMPER/SPARC/MAFB/SLC25A27
C3,Up,GO_BP,GO:0042698,ovulation cycle,13/726,72/16355,1.4675156422993427e-5,4.596258991681541e-4,3.743452182286393e-4,13,MMP2/ADAMTS1/PDGFRA/SLIT3/NPR2/FZD4/A2M/SERPINF1/PTX3/FOXO3/PTN/EGR1/ROBO2
C3,Up,GO_BP,GO:0060973,cell migration involved in heart development,7/726,20/16355,1.540365156547375e-5,4.760944411486558e-4,3.877581263192319e-4,7,ENG/PDGFRB/BMP4/DCHS1/TWIST1/PITX2/BMP7
C3,Up,GO_BP,GO:0061298,retina vasculature development in camera-type eye,7/726,20/16355,1.540365156547375e-5,4.760944411486558e-4,3.877581263192319e-4,7,COL4A1/PDGFRA/RHOJ/PDGFRB/FZD4/VSTM4/ACVRL1
C3,Up,GO_BP,GO:0014812,muscle cell migration,15/726,94/16355,1.5691204846325957e-5,4.818122899871853e-4,3.924150644402811e-4,15,ADAMTS1/POSTN/DDR2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/LPAR1/BCL2/THBS4/PRKG1/CCN3/LRP1
C3,Up,GO_BP,GO:0046545,development of primary female sexual characteristics,16/726,106/16355,1.6997223256486056e-5,5.185256809024123e-4,4.2231651768507737e-4,16,MMP2/ADAMTS1/PDGFRA/ZFPM2/SLIT3/NPR2/FZD4/A2M/BCL2/PTX3/FOXO3/ARID5B/KIT/INHBB/NUPR1/ROBO2
C3,Up,GO_BP,GO:0014910,regulation of smooth muscle cell migration,13/726,73/16355,1.7139792283989184e-5,5.195015751624592e-4,4.2311134093243256e-4,13,ADAMTS1/POSTN/DDR2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/LPAR1/BCL2/PRKG1/LRP1
C3,Up,GO_BP,GO:0038084,vascular endothelial growth factor signaling pathway,10/726,44/16355,1.7571017628498835e-5,5.276365506473161e-4,4.297369231258529e-4,10,PDGFRA/CCBE1/PDGFRB/FLT1/TNXB/ADGRA2/JCAD/SMOC2/EMILIN1/DCN
C3,Up,GO_BP,GO:0051893,regulation of focal adhesion assembly,12/726,63/16355,1.774512026442655e-5,5.276365506473161e-4,4.297369231258529e-4,12,FERMT2/DLC1/LIMCH1/GPM6B/PEAK1/TEK/ACVRL1/COL16A1/EPHA3/APOD/FAM107A/MYOC
C3,Up,GO_BP,GO:0090109,regulation of cell-substrate junction assembly,12/726,63/16355,1.774512026442655e-5,5.276365506473161e-4,4.297369231258529e-4,12,FERMT2/DLC1/LIMCH1/GPM6B/PEAK1/TEK/ACVRL1/COL16A1/EPHA3/APOD/FAM107A/MYOC
C3,Up,GO_BP,GO:0035137,hindlimb morphogenesis,9/726,36/16355,2.036109034098343e-5,5.963258260758047e-4,4.8568133758722647e-4,9,BMP4/OSR2/TWIST1/GPC3/TBX3/TFAP2B/AFF3/MSX1/ZBTB16
C3,Up,GO_BP,GO:0010761,fibroblast migration,11/726,54/16355,2.039469761997671e-5,5.963258260758047e-4,4.8568133758722647e-4,11,DDR2/ZEB2/ACTA2/TNS1/ARID5B/CYGB/CCN3/FGF2/CD248/AQP1/ZFAND5
C3,Up,GO_BP,GO:0035116,embryonic hindlimb morphogenesis,8/726,28/16355,2.043602767096734e-5,5.963258260758047e-4,4.8568133758722647e-4,8,BMP4/OSR2/TWIST1/GPC3/TBX3/AFF3/MSX1/ZBTB16
C3,Up,GO_BP,GO:0060395,SMAD protein signal transduction,14/726,85/16355,2.0717877780604894e-5,6.008184556375419e-4,4.893403881253982e-4,14,DAB2/ENG/BMP4/ACVRL1/SMAD6/SMAD9/MAGI2/CCN3/TGFBR3/BMP7/EMILIN1/LRP1/BMPER/JUN
C3,Up,GO_BP,GO:1901655,cellular response to ketone,16/726,108/16355,2.1602699300315128e-5,6.226348546802483e-4,5.071088921966129e-4,16,POSTN/PTGFR/PRKD1/AXIN2/GNG2/SERPINF1/AR/FOXO3/SOX10/KLF2/PTGER2/ADCY2/AQP1/KLF4/SGK1/KLF9
C3,Up,GO_BP,GO:0060562,epithelial tube morphogenesis,32/726,326/16355,2.312101905832614e-5,0.00066233260692692805,5.394409773877762e-4,32,COL4A1/PLXND1/WNT2B/ENG/DLC1/MEF2C/BMP4/CSF1/CTHRC1/DCHS1/TWIST1/GPC3/PKD2/ACVRL1/AR/PODXL/BCL2/IRX3/TBX3/MMRN2/TIE1/SOX17/FGF2/CITED2/IRX1/BMP7/PBX1/NFATC4/GJA1/RHOB/WNT2/ADM
C3,Up,GO_BP,GO:0051384,response to glucocorticoid,18/726,133/16355,2.3940308803062254e-5,6.816458833744635e-4,5.551707974426239e-4,18,SLIT3/A2M/AXIN2/SERPINF1/CDO1/BCL2/FOXO3/GHR/BCKDHB/TRIM63/FAM107A/ZFP36L2/AQP1/FOSB/ZFP36/ADM/PTGDS/KLF9
C3,Up,GO_BP,GO:0048568,embryonic organ development,40/726,450/16355,2.4115389506704907e-5,6.824945777259015e-4,5.558620219205602e-4,40,MFAP5/PDGFRA/ZEB1/ZFPM2/ENG/FBN1/MEF2C/BMP4/PRRX1/OSR2/CTHRC1/TWIST1/RSPO3/GATA2/ITGA8/A2M/PKD2/NES/TBX3/SNAI1/RARRES2/PITX2/FOXF2/HLX/FGFR1/SOX17/KIT/CITED2/MSX1/CCN1/SOBP/FRZB/BMP7/PBX1/GJA1/SPARC/WNT2/SOCS3/ADM/MAFB
C3,Up,GO_BP,GO:0045778,positive regulation of ossification,11/726,55/16355,2.4483114213771185e-5,6.853238017013581e-4,5.581663012669304e-4,11,SLC8A1/MEF2C/BMP4/GPM6B/OSR2/PTN/CCN3/CCN1/BMP7/ZBTB16/TENT5A
C3,Up,GO_BP,GO:0046660,female sex differentiation,17/726,121/16355,2.4507109128528772e-5,6.853238017013581e-4,5.581663012669304e-4,17,MMP2/ADAMTS1/PDGFRA/ZFPM2/SLIT3/NPR2/FZD4/A2M/BCL2/PTX3/TBX3/FOXO3/ARID5B/KIT/INHBB/NUPR1/ROBO2
C3,Up,GO_BP,GO:0042476,odontogenesis,18/726,134/16355,2.6532261894722264e-5,7.375654815467762e-4,6.00714867563472e-4,18,HACD1/PDGFRA/COL1A1/BMP4/CSF1/ASPN/OSR2/AXIN2/COL1A2/PITX2/FGFR1/MSX1/AQP1/BMP7/TNFRSF11B/ADM/LRP4/TMT1A
C3,Up,GO_BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,11/726,56/16355,2.926087630482217e-5,8.086329228238504e-4,6.585961942292793e-4,11,PDGFRA/PDGFRB/PDGFD/PDGFRL/TXNIP/ARID5B/APOD/LRP1/STON1/CSRNP1/ZFAND5
C3,Up,GO_BP,GO:0048844,artery morphogenesis,13/726,77/16355,3.100343427977276e-5,8.470894751893136e-4,6.89917376333301e-4,13,COL3A1/ENG/PDGFRB/BMP4/PRRX1/MYLK/PKD2/ADGRF5/ACVRL1/TFAP2B/CITED2/FKBP10/LRP1
C3,Up,GO_BP,GO:0033627,cell adhesion mediated by integrin,14/726,88/16355,3.1013067205739023e-5,8.470894751893136e-4,6.89917376333301e-4,14,PLPP3/FBN1/VCAM1/ITGA8/PODXL/COL16A1/ITGA10/ITGA7/ITGAM/ITGB2/CCN3/ITGA11/EMILIN1/ITGBL1
C3,Up,GO_BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,18/726,136/16355,3.247747965508265e-5,8.819606902865797e-4,7.183184578413474e-4,18,RBMS3/DAB2/IGFBP4/CTHRC1/BICC1/GPC3/AXIN2/DKK2/FOXO3/SOX10/SOX17/DACT1/TNN/FRZB/EGR1/DKK3/JADE1/LRP4
C3,Up,GO_BP,GO:0048608,reproductive structure development,30/726,302/16355,3.303174739781697e-5,8.918571797410582e-4,7.263787162193873e-4,30,MMP2/ADAMTS1/PDGFRA/ZFPM2/WNT2B/SLIT3/BMP4/NPR2/FZD4/COL6A1/A2M/GFRA1/SERPINF1/AR/BCL2/PTX3/TBX3/ID4/FOXF2/FOXO3/ARID5B/KIT/CITED2/INHBB/NUPR1/BMP7/GJA1/ROBO2/ERRFI1/SULF1
C3,Up,GO_BP,GO:0010595,positive regulation of endothelial cell migration,16/726,112/16355,3.4245535689463154e-5,9.193458666805595e-4,7.487670510147283e-4,16,PLPP3/PRKD1/RHOJ/CCBE1/ADGRA2/GATA2/ANGPT1/JCAD/TEK/SMOC2/FGFR1/FGF2/TGFBR3/FGF18/SPARC/RHOB
C3,Up,GO_BP,GO:0001958,endochondral ossification,8/726,30/16355,3.556602483708986e-5,9.440066931336055e-4,7.688522169659332e-4,8,COL1A1/CSGALNACT1/MEF2C/BMP4/NPR2/TEK/COL13A1/FGF18
C3,Up,GO_BP,GO:0036075,replacement ossification,8/726,30/16355,3.556602483708986e-5,9.440066931336055e-4,7.688522169659332e-4,8,COL1A1/CSGALNACT1/MEF2C/BMP4/NPR2/TEK/COL13A1/FGF18
C3,Up,GO_BP,GO:0030048,actin filament-based movement,18/726,137/16355,3.5872486238391366e-5,9.467917997076552e-4,7.711205646159234e-4,18,GJC1/CACNA2D1/ZEB2/WIPF1/LIMCH1/ACTA2/KCNE4/QKI/SGCD/PLN/SCN7A/ANK2/KCNJ8/SCN4B/CACNA1C/KCNJ2/EPDR1/GJA1
C3,Up,GO_BP,GO:0048732,gland development,39/726,443/16355,3.768262288370983e-5,9.890109626126747e-4,8.055062286520745e-4,39,MMP2/PDGFRA/PLXND1/BMP4/IGFBP5/CSF1/GATA2/PKD2/SERPINF1/AR/CDO1/BCL2/LIMS2/TYR/TBX3/ID4/PITX2/HLX/SOX10/ARID5B/PTN/ZNF703/FGFR1/FGF2/CITED2/RGN/MSX1/INHBB/TGFBR3/FRZB/BMP7/PBX1/GJA1/IRS2/DKK3/WNT2/ERRFI1/MAFB/SULF1
C3,Up,GO_BP,GO:0050900,leukocyte migration,36/726,396/16355,3.8244775446177595e-5,9.981886391452353e-4,8.129810453032488e-4,36,MMP2/CXCL12/JAM2/EPS8/CD200/IL33/FLT1/PDGFD/CSF1/VCAM1/CCL14/PECAM1/PREX1/PIK3R1/CCL23/SELE/ITGA7/RARRES2/THBS4/CMKLR1/ITGB2/PTN/APOD/PLVAP/CCN3/KIT/CCL19/GPR183/CCL2/S1PR1/MPP1/CH25H/EMILIN1/BST1/CCL8/DUSP1
C3,Up,GO_BP,GO:0051145,smooth muscle cell differentiation,12/726,68/16355,3.952008563290313e-5,0.0010257754823391099,8.354493240802726e-4,12,ZEB1/ENG/MEF2C/BMP4/QKI/ITGA8/TBX3/TMEM204/KIT/NFATC1/NFATC4/ADM
C3,Up,GO_BP,GO:0060021,roof of mouth development,14/726,90/16355,4.015255015511207e-5,0.001036465278179761,8.441556958579085e-4,14,PDGFRA/LRRC32/PRRX1/OSR2/TWIST1/MEOX2/TBX3/CLDN5/SNAI1/FOXF2/ARID5B/MSX1/TGFBR3/CSRNP1
C3,Up,GO_BP,GO:0030513,positive regulation of BMP signaling pathway,9/726,39/16355,4.067171520018742e-5,0.0010422380269786385,8.488573475986089e-4,9,ENG/BMP4/GPC3/ACVRL1/MSX1/CCN1/ELAPOR2/ZNF423/SULF1
C3,Up,GO_BP,GO:0072109,glomerular mesangium development,6/726,16/16355,4.0938270642139315e-5,0.0010422380269786385,8.488573475986089e-4,6,PDGFRB/PDGFD/BMP4/ACTA2/BMP7/EGR1
C3,Up,GO_BP,GO:0150076,neuroinflammatory response,13/726,79/16355,4.104172732887359e-5,0.0010422380269786385,8.488573475986089e-4,13,ZEB2/CD200/IL33/CLU/LRRK2/TNFRSF1B/KCNJ8/ITGAM/ITGB2/CALHM2/NR1D1/NUPR1/LRP1
C3,Up,GO_BP,GO:0060350,endochondral bone morphogenesis,11/726,58/16355,4.12707448633867e-5,0.001042419136388122,8.490048533017015e-4,11,COL3A1/COL1A1/CSGALNACT1/MEF2C/BMP4/NPR2/TEK/AXIN2/GHR/COL13A1/FGF18
C3,Up,GO_BP,GO:0061458,reproductive system development,30/726,306/16355,4.228019902235243e-5,0.0010589330067374545,8.624546793687454e-4,30,MMP2/ADAMTS1/PDGFRA/ZFPM2/WNT2B/SLIT3/BMP4/NPR2/FZD4/COL6A1/A2M/GFRA1/SERPINF1/AR/BCL2/PTX3/TBX3/ID4/FOXF2/FOXO3/ARID5B/KIT/CITED2/INHBB/NUPR1/BMP7/GJA1/ROBO2/ERRFI1/SULF1
C3,Up,GO_BP,GO:0043535,regulation of blood vessel endothelial cell migration,15/726,102/16355,4.23753523343213e-5,0.0010589330067374545,8.624546793687454e-4,15,PRKD1/RHOJ/MEF2C/GATA2/ANGPT1/MEOX2/JCAD/ACVRL1/MMRN2/FGFR1/FGF2/RGCC/TGFBR3/FGF18/KLF4
C3,Up,GO_BP,GO:0010001,glial cell differentiation,27/726,262/16355,4.286860893472689e-5,0.001065591136377497,8.67877435130784e-4,27,PLPP3/LAMA2/ZEB2/TLR4/IL33/GPM6B/QKI/COL6A1/CLU/LPAR1/PLP1/TNFRSF1B/ROR1/ID4/SOX10/KLF15/PTN/FGF2/LAMC3/IL6ST/DAAM2/MXRA8/NR1D1/NTRK2/LRP1/MYOC/WASF3
C3,Up,GO_BP,GO:0031099,regeneration,22/726,192/16355,4.452488380516938e-5,0.0011009363374562407,8.96664557516846e-4,22,MMP2/POSTN/CXCL12/MAP1B/NNMT/PRRX1/CPQ/FZD7/COL6A1/BCL2/PTN/APOD/CCN3/RGN/MATN2/TGFBR3/MUSTN1/GJA1/NINJ2/KLF4/LGR6/ADM
C3,Up,GO_BP,GO:0060325,face morphogenesis,8/726,31/16355,4.6085463682774654e-5,0.0011335576355061534,9.232331798671032e-4,8,MMP2/PDGFRA/COL1A1/CRISPLD2/CLDN5/ARID5B/MSX1/CSRNP1
