tf,target,Limbus,Cornea,Conjunctiva,Cultured,delta_max,rewired
ZBTB9,CD93,-0.2,-0.7714285714285715,-1,-0.5,0.8,TRUE
ZBTB9,CAMK2N1,0.8,0.7142857142857143,-0.5,0.5,1.3,TRUE
ZBTB9,TRPM1,0.4,-0.8285714285714285,0.5,-1,1.5,TRUE
ZBTB9,ACKR1,-0.8,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,SELE,-0.8,-0.8857142857142858,0.5,0.5,1.3857142857142857,TRUE
ZBTB9,RSPO3,-0.2,-0.8857142857142858,-0.5,-0.5,0.6857142857142857,TRUE
ZBTB9,XM_005267167,-0.2,-0.8857142857142858,-0.5,-0.5,0.6857142857142857,TRUE
ZBTB9,CPA3,-0.4,-0.5428571428571428,-0.5,1,1.5428571428571427,TRUE
ZBTB9,CLEC3B,-0.4,-0.8285714285714285,-0.5,1,1.8285714285714285,TRUE
ZBTB9,XM_005265426,-0.4,-0.8285714285714285,-0.5,1,1.8285714285714285,TRUE
ZBTB9,TYROBP,0.4,-0.8857142857142858,-1,-0.5,1.4,TRUE
ZBTB9,TOX3,-1,-0.7714285714285715,-0.5,0.5,1.5,TRUE
ZBTB9,XM_005255893,-1,-0.7714285714285715,-0.5,0.5,1.5,TRUE
ZBTB9,RUNDC3B,-0.4,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,XM_005250158,-0.4,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,PPARGC1A,-1,-0.7714285714285715,0.5,-0.5,1.5,TRUE
ZBTB9,SAMSN1,-0.4,-0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
ZBTB9,EVI2B,0.4,-0.8857142857142858,-1,-0.5,1.4,TRUE
ZBTB9,TAGAP,-0.8,-0.7714285714285715,-0.5,1,1.8,TRUE
ZBTB9,GYPC,-1,-1,0.5,-1,1.5,TRUE
ZBTB9,XM_006712460,-1,-1,0.5,-1,1.5,TRUE
ZBTB9,HOMER3,0.8,0.7714285714285715,-0.5,0.5,1.3,TRUE
ZBTB9,XM_006722944,0.8,0.7714285714285715,-0.5,0.5,1.3,TRUE
ZBTB9,PODXL,0.2,-0.8857142857142858,-0.5,-0.5,1.0857142857142859,TRUE
ZBTB9,RCSD1,0.6000000000000001,-0.7714285714285715,-0.5,1,1.7714285714285714,TRUE
ZBTB9,C1orf105,1,0.8857142857142858,-1,0.5,2,TRUE
ZBTB9,XM_005245609,1,0.8857142857142858,-1,0.5,2,TRUE
ZBTB9,CCM2L,0.4,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
ZBTB9,XM_006723706,0.4,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
ZBTB9,SNCAIP,-1,-0.8285714285714285,-0.5,1,2,TRUE
ZBTB9,TIE1,-0.8,-0.7714285714285715,-0.5,0.5,1.3,TRUE
ZBTB9,XM_005271164,-0.8,-0.7714285714285715,-0.5,0.5,1.3,TRUE
ZBTB9,LSP1,-1,-0.7142857142857143,0.5,-0.5,1.5,TRUE
ZBTB9,XM_005252926,-1,-0.7142857142857143,0.5,-0.5,1.5,TRUE
ZBTB9,XM_005252927,-1,-0.7142857142857143,0.5,-0.5,1.5,TRUE
ZBTB9,PREX2,-0.2,-0.7714285714285715,-1,1,2,TRUE
ZBTB9,IL10RA,0.8,-0.7714285714285715,-1,-1,1.8,TRUE
ZBTB9,PDE2A,0.4,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,ICAM2,-0.8,-0.7714285714285715,-0.5,1,1.8,TRUE
ZBTB9,LRRC70,-0.8,-0.8857142857142858,0.5,-1,1.5,TRUE
ZBTB9,CCL4,-0.8,-0.8857142857142858,-1,0.5,1.5,TRUE
ZBTB9,FGD5,-0.8,-1,-0.5,0.5,1.5,TRUE
ZBTB9,FCGRT,-0.2,-1,-1,0.5,1.5,TRUE
ZBTB9,DOCK2,-0.2,-1,-0.5,-0.5,0.8,TRUE
ZBTB9,INHBB,0.2,-0.8285714285714285,-1,-1,1.2,TRUE
ZBTB9,DLGAP1,0.4,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
ZBTB9,KANK3,-0.4,-0.9428571428571428,-1,-0.5,0.6,TRUE
ZBTB9,RPGR,0.2,-0.7714285714285715,-0.5,-0.5,0.9714285714285715,TRUE
ZBTB9,C2orf88,-1,-0.8285714285714285,0.5,-0.5,1.5,TRUE
ZBTB9,SH2B3,-0.8,-0.8857142857142858,-1,1,2,TRUE
ZBTB9,IFFO1,-0.8,-0.6,-1,1,2,TRUE
ZBTB9,XM_006718979,-0.8,-0.6,-1,1,2,TRUE
ZBTB9,NMNAT2,1,0.7714285714285715,-0.5,-0.5,1.5,TRUE
ZBTB9,IGSF11,-0.8,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,PM20D2,0,-0.7714285714285715,-0.5,-0.5,0.7714285714285715,TRUE
ZBTB9,PAQR8,-0.8,-0.9428571428571428,-1,1,2,TRUE
ZBTB9,PLEKHA4,-0.8,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,XM_005259109,-0.8,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZBTB9,GART,-0.6000000000000001,0.9428571428571428,0.5,0.5,1.542857142857143,TRUE
ZBTB9,DYNLT2B,0.2,0.9428571428571428,-1,-0.5,1.9428571428571428,TRUE
ZBTB9,DOK4,0.8,0.6571428571428571,-0.5,0.5,1.3,TRUE
ZBTB9,C5AR1,-0.8,-0.7142857142857143,-1,0.5,1.5,TRUE
ZBTB9,CALCOCO2,-1,-0.8285714285714285,-0.5,0.5,1.5,TRUE
ZBTB9,AAGAB,0.8,0.7142857142857143,0.5,-1,1.8,TRUE
ZBTB9,XM_005254664,0.8,0.7142857142857143,0.5,-1,1.8,TRUE
ZBTB9,XM_006720683,0.8,0.7142857142857143,0.5,-1,1.8,TRUE
ZBTB9,SRP68,0.4,0.8285714285714285,0.5,1,0.6,TRUE
ZNF85,ANKRD20A8P,0.8,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
ZNF85,NRG4,-0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
ZNF85,ANKRD20A1,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,ANKRD20A2P,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,ANKRD20A3P,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,ANKRD20A4P,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,ANKRD20A5P,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,ANKRD20A9P,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,XM_005272525,0.4,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
ZNF85,MSI2,1,0.6,0.5,-0.5,1.5,TRUE
ZNF85,XM_005257014,1,0.6,0.5,-0.5,1.5,TRUE
ZNF85,XM_005257018,1,0.6,0.5,-0.5,1.5,TRUE
ZNF85,ANKRD20A12P,0.8,0.9428571428571428,-0.5,-1,1.9428571428571428,TRUE
ZNF85,AKT3,-0.8,-0.8857142857142858,0.5,-1,1.5,TRUE
ZNF85,XM_006711726,-0.8,-0.8857142857142858,0.5,-1,1.5,TRUE
ZNF85,AMPD3,0.4,0.6571428571428571,1,1,0.6,TRUE
ZNF85,WNT4,0.4,0.7714285714285715,1,-0.5,1.5,TRUE
ZNF85,TBC1D1,-0.2,-0.9428571428571428,-1,0.5,1.5,TRUE
ZNF85,RHBDL1,0.8,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
ZNF85,AP5B1,-0.4,0.7142857142857143,1,0.5,1.4,TRUE
ZNF83,CNTN4,0.4,0.42857142857142855,-0.5,1,1.5,TRUE
ZNF83,XM_006713005,0.4,0.42857142857142855,-0.5,1,1.5,TRUE
ZNF83,CLIC4,0.8,-0.9428571428571428,-1,0.5,1.8,TRUE
ZNF83,CACNA1D,0.4,0.5428571428571428,1,0.5,0.6,TRUE
ZNF83,IFITM1,0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
ZNF83,VCAN,-0.2,-0.6,-0.5,0.5,1.1,TRUE
ZNF83,IL1R1,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
ZNF83,XM_005263929,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
ZNF83,XR_244889,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
ZNF83,GUCY1B1,0.8,-0.8857142857142858,0.5,-0.5,1.685714285714286,TRUE
ZNF83,FXYD5,0.4,-0.8285714285714285,-1,-1,1.4,TRUE
ZNF83,XM_006723246,0.4,-0.8285714285714285,-1,-1,1.4,TRUE
ZNF83,RNF39,-0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
ZNF83,PDGFC,-0.4,-0.6,-0.5,-1,0.6,TRUE
ZNF83,FYN,-1,-0.9428571428571428,0.5,1,2,TRUE
ZNF83,XM_005266887,-1,-0.9428571428571428,0.5,1,2,TRUE
ZNF83,ZDHHC2,-0.8,-0.7714285714285715,1,-0.5,1.8,TRUE
ZNF83,QPCT,-1,-0.5428571428571428,1,0.5,2,TRUE
ZNF83,HYCC1,0.4,-0.7142857142857143,-1,0.5,1.5,TRUE
ZNF83,NLK,-0.4,0.6,-1,0.5,1.6,TRUE
ZNF83,ARL5B,0.4,0.6,-0.5,0.5,1.1,TRUE
ZNF83,LASP1,-0.2,-0.42857142857142855,0.5,-0.5,1,TRUE
ZNF83,MSANTD3-TMEFF1,0.8,-0.6571428571428571,-1,1,2,TRUE
ZNF83,SH3D21,0.4,0.4857142857142857,-0.5,-0.5,0.9857142857142858,TRUE
ZNF83,XM_005271204,0.4,0.4857142857142857,-0.5,-0.5,0.9857142857142858,TRUE
ZNF83,XM_005271205,0.4,0.4857142857142857,-0.5,-0.5,0.9857142857142858,TRUE
ZNF83,DPY19L1,0.4,-0.9428571428571428,-0.5,1,1.9428571428571428,TRUE
ZNF83,GBP4,-0.4,-0.42857142857142855,-0.5,-1,0.6,TRUE
ZNF83,ANXA5,0.2,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZNF83,CPNE8,-0.4,-0.37142857142857144,-1,1,2,TRUE
ZNF83,ANO6,0.2,-0.8285714285714285,0.5,-1,1.5,TRUE
ZNF83,LYPD1,0.6000000000000001,0.8285714285714285,0.5,-1,1.8285714285714285,TRUE
ZNF83,PPIC,-0.2,-1,-0.5,0.8660254037844387,1.8660254037844388,TRUE
ZNF83,SHPK,-0.4,0.9428571428571428,0.5,0.5,1.342857142857143,TRUE
ZNF83,SDCBP,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
ZNF83,PIEZO1,0.2,-0.31428571428571433,0.5,-0.5,1,TRUE
ZNF83,RADX,0.4,-0.2571428571428572,-1,0.5,1.5,TRUE
ZNF83,OAT,0.4,-0.7142857142857143,0.5,1,1.7142857142857144,TRUE
ZNF83,XM_006717871,0.4,-0.7142857142857143,0.5,1,1.7142857142857144,TRUE
ZNF83,HFE,-0.8,-0.8857142857142858,0.5,-1,1.5,TRUE
ZNF83,CCNG2,-0.8,-0.42857142857142855,1,0.5,1.8,TRUE
ZNF83,MAP2K4,0.2,0.6,-0.5,1,1.5,TRUE
ZNF83,PMVK,-0.8,0.8857142857142858,-0.5,0.5,1.685714285714286,TRUE
ZNF83,WDR26,0.4,0.8857142857142858,1,-0.5,1.5,TRUE
ZNF83,XR_247043,0.4,0.8857142857142858,1,-0.5,1.5,TRUE
ZNF83,CD47,0.2,-0.42857142857142855,-1,-0.5,1.2,TRUE
ZNF83,CCNI,0.2,-0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
ZNF83,NPC2,1,-0.8285714285714285,-0.5,1,1.8285714285714285,TRUE
ZNF83,XM_006720004,1,-0.8285714285714285,-0.5,1,1.8285714285714285,TRUE
ZNF83,NUP88,-0.4,0.8857142857142858,0.5,1,1.4,TRUE
ZNF83,FLACC1,0.8,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
ZNF83,KDM7A,-0.4,0.7142857142857143,0.5,0.5,1.1142857142857143,TRUE
ZNF83,RAP2B,0.4,0.8285714285714285,-1,-0.5,1.8285714285714285,TRUE
ZNF83,EHBP1,-1,-0.7714285714285715,0.5,-0.5,1.5,TRUE
ZNF83,SDE2,0.8,0.7142857142857143,-0.5,0.5,1.3,TRUE
ZNF83,XR_247021,0.8,0.7142857142857143,-0.5,0.5,1.3,TRUE
ZNF83,L2HGDH,-0.6000000000000001,0.9428571428571428,-0.5,-0.5,1.542857142857143,TRUE
ZNF83,XM_005268077,-0.6000000000000001,0.9428571428571428,-0.5,-0.5,1.542857142857143,TRUE
ZNF83,ADGRF2P,0.4,0.7714285714285715,1,1,0.6,TRUE
ZNF83,AP5M1,0.2,0.5428571428571428,1,1,0.8,TRUE
ZNF83,FAF1,-0.4,0.4857142857142857,0.5,0.5,0.9,TRUE
ZNF83,DDX19B,0.2,0.37142857142857144,0.5,-0.5,1,TRUE
ZNF83,USP38,0.2,0.8857142857142858,0.5,1,0.8,TRUE
ZNF83,CASP9,-0.8,1,0.5,-0.5,1.8,TRUE
ZNF83,UBAC1,-0.4,0.8285714285714285,1,-0.5,1.5,TRUE
ZNF83,VAMP2,0,0.7142857142857143,1,0.5,1,TRUE
ZNF83,ADD1,0.2,-0.42857142857142855,-0.5,-1,1.2,TRUE
ZNF83,CTBP1,-0.8,-0.6571428571428571,0.5,-0.5,1.3,TRUE
ZNF83,USP47,0.6000000000000001,0.8857142857142858,1,-1,2,TRUE
ZNF83,VCF1,-0.8,0.8116794499134278,-1,0.5,1.8116794499134277,TRUE
ZNF83,IGSF8,0.2,0.6571428571428571,1,0.5,0.8,TRUE
ZNF83,HELB,-0.4,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
ZNF83,C16orf86,0.4,0.8285714285714285,0.5,-1,1.8285714285714285,TRUE
ZNF83,ABHD12,-0.4,0.08571428571428572,1,-0.5,1.5,TRUE
ZNF83,XM_005260698,-0.4,0.08571428571428572,1,-0.5,1.5,TRUE
ZNF83,XM_005260700,-0.4,0.08571428571428572,1,-0.5,1.5,TRUE
ZNF83,SLC22A1,0.6000000000000001,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
ZNF83,XM_005267102,0.6000000000000001,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
ZNF83,XM_005267104,0.6000000000000001,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
ZNF83,NMNAT3,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
ZNF83,XM_006713626,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
ZNF83,TRAF3IP1,0.8,0.6571428571428571,0.5,-1,1.8,TRUE
KLF8,DSG1,1,0.7714285714285715,0.5,-1,2,TRUE
KLF8,DAPL1,1,0.7714285714285715,-0.5,-0.5,1.5,TRUE
KLF8,LGALS1,-0.2,-0.6,0.5,0.5,1.1,TRUE
KLF8,LAYN,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
KLF8,XM_006718770,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
KLF8,ERICH5,0.8,0.8857142857142858,-1,-0.5,1.8857142857142857,TRUE
KLF8,PXDN,-0.8,-0.7714285714285715,-1,0.5,1.5,TRUE
KLF8,MUC15,0.8,0.7714285714285715,-0.5,1,1.5,TRUE
KLF8,GDPD2,0.8,0.7714285714285715,-0.5,0.5,1.3,TRUE
KLF8,MFSD4A,0.2,0.6571428571428571,-1,-0.5,1.657142857142857,TRUE
KLF8,SACS,-1,-0.5428571428571428,1,-0.5,2,TRUE
KLF8,RETREG1,0.8,0.8285714285714285,-0.5,-1,1.8285714285714285,TRUE
KLF8,XM_005248312,0.8,0.8285714285714285,-0.5,-1,1.8285714285714285,TRUE
KLF8,RAB31,-1,-0.6,1,-0.5,2,TRUE
KLF8,MFAP2,-1,-0.8285714285714285,0.5,-0.5,1.5,TRUE
KLF8,NRG4,0.8,0.6,-0.5,0.5,1.3,TRUE
KLF8,ICAM1,-1,-0.8285714285714285,0.5,-0.5,1.5,TRUE
KLF8,LOXL2,-0.8,-0.8857142857142858,0.5,0.5,1.3857142857142857,TRUE
KLF8,ARHGEF3,1,0.7142857142857143,0.5,-0.5,1.5,TRUE
KLF8,XM_005265188,1,0.7142857142857143,0.5,-0.5,1.5,TRUE
KLF8,LURAP1L,-0.4,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
KLF8,CRYBG1,1,0.7714285714285715,-1,-0.5,2,TRUE
KLF8,TMEM100,0.4,0.8285714285714285,0.5,-1,1.8285714285714285,TRUE
KLF8,LPAR6,0.2,0.8857142857142858,0.5,0.5,0.6857142857142857,TRUE
KLF8,BNIPL,1,0.9428571428571428,-0.5,1,1.5,TRUE
KLF8,XM_005244924,1,0.9428571428571428,-0.5,1,1.5,TRUE
KLF8,SLC1A1,-0.8,-0.5428571428571428,-0.5,0.5,1.3,TRUE
KLF8,GRB10,-0.2,-0.8285714285714285,-0.5,-0.5,0.6285714285714286,TRUE
KLF8,XM_006715704,-0.2,-0.8285714285714285,-0.5,-0.5,0.6285714285714286,TRUE
KLF8,KAT2B,1,0.7714285714285715,-1,0.5,2,TRUE
KLF8,XR_245162,1,0.7714285714285715,-1,0.5,2,TRUE
KLF8,CYTOR,-1,-0.9428571428571428,0.5,0.5,1.5,TRUE
KLF8,MIR4435-2HG,-1,-0.9428571428571428,0.5,0.5,1.5,TRUE
KLF8,ANOS1,1,1,-0.5,-1,2,TRUE
KLF8,OTUD1,0.4,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
KLF8,ARMCX2,-0.8,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
KLF8,GALNT1,-1,-0.8857142857142858,0.5,-0.5,1.5,TRUE
KLF8,PDIA5,-1,-0.8285714285714285,1,0.5,2,TRUE
KLF8,ASPHD2,0,0.7142857142857143,0.5,-0.5,1.2142857142857144,TRUE
KLF8,PAG1,0.8,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
KLF8,TTLL7,-1,-0.6,0.5,0.5,1.5,TRUE
KLF8,GNA12,-0.4,-0.7714285714285715,0.5,-1,1.5,TRUE
KLF8,MELTF,-0.2,-0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
KLF8,XM_006713642,-0.2,-0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
KLF8,XM_006713644,-0.2,-0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
KLF8,APOL1,-0.8,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
KLF8,ADAMTS6,-0.8,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
KLF8,IGSF9,1,0.6571428571428571,0.5,-0.5,1.5,TRUE
KLF8,FGFR2,0.8,0.9428571428571428,-1,-0.5,1.9428571428571428,TRUE
KLF8,XM_006717709,0.8,0.9428571428571428,-1,-0.5,1.9428571428571428,TRUE
KLF8,BAIAP2,1,1,-1,1,2,TRUE
KLF8,XM_006721636,1,1,-1,1,2,TRUE
KLF8,XM_006721638,1,1,-1,1,2,TRUE
KLF8,XR_429867,1,1,-1,1,2,TRUE
KLF8,SERPINB6,-1,-0.7714285714285715,0.5,1,2,TRUE
KLF8,SND1,-0.8,-0.7714285714285715,1,-0.5,1.8,TRUE
KLF8,SERINC5,1,0.9428571428571428,-0.5,0.5,1.5,TRUE
KLF8,SRGAP3,0.4,0.7714285714285715,-0.5,1,1.5,TRUE
KLF8,SLC22A23,0.4,0.6571428571428571,0.5,-0.5,1.157142857142857,TRUE
KLF8,WDR59,0.4,0.6571428571428571,-0.5,-1,1.657142857142857,TRUE
KLF8,KDM7A,0.2,0.5428571428571428,-1,0.5,1.5428571428571427,TRUE
KLF8,YPEL5,0.8,0.6571428571428571,-1,0.5,1.8,TRUE
KLF8,RAB34,-1,-0.8857142857142858,-0.5,1,2,TRUE
KLF8,FBXO27,1,0.7142857142857143,0.5,-1,2,TRUE
KLF8,XM_006723017,1,0.7142857142857143,0.5,-1,2,TRUE
KLF8,PLLP,1,0.7142857142857143,-0.5,1,1.5,TRUE
KLF8,NM_001012321,0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
KLF8,NR_003662,0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
KLF8,RPSA,0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
KLF8,RPSAP9,0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
KLF8,SHTN1,1,0.8857142857142858,-0.5,-1,2,TRUE
KLF8,XM_006717931,1,0.8857142857142858,-0.5,-1,2,TRUE
KLF8,CCDC120,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
KLF8,CTSL,-1,-0.9428571428571428,0.5,0.5,1.5,TRUE
KLF8,XM_005251716,-1,-0.9428571428571428,0.5,0.5,1.5,TRUE
KLF8,POLR1D,0.4,0.6,-0.5,-0.5,1.1,TRUE
KLF8,MYO1C,-0.8,-0.7714285714285715,1,-0.5,1.8,TRUE
KLF8,NUS1,-1,-0.9428571428571428,0.5,-1,1.5,TRUE
KLF8,KDSR,0.8,0.9428571428571428,0.5,-1,1.9428571428571428,TRUE
DZIP1,MMP2,1,0.31428571428571433,0.5,0.5,0.6857142857142857,TRUE
DZIP1,TAGLN,1,0.028571428571428574,-1,-0.5,2,TRUE
DZIP1,PAPSS2,1,0.31428571428571433,-0.5,1,1.5,TRUE
DZIP1,IL6,0.4,0.31428571428571433,-0.5,0.5,1,TRUE
DZIP1,MYLK,0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
DZIP1,PTX3,1,0.8285714285714285,-0.5,0.5,1.5,TRUE
DZIP1,MAP1B,0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
DZIP1,NID1,0.8,-0.14285714285714285,1,0.5,1.1428571428571428,TRUE
DZIP1,FERMT2,0.8,0.7714285714285715,-0.5,-0.5,1.3,TRUE
DZIP1,TPM2,1,-0.028571428571428574,-1,-1,2,TRUE
DZIP1,FBLN1,0.4,-0.8285714285714285,-1,0.5,1.5,TRUE
DZIP1,SGCE,0.8,0.2571428571428572,-0.5,0.5,1.3,TRUE
DZIP1,XM_005250675,0.8,0.2571428571428572,-0.5,0.5,1.3,TRUE
DZIP1,XM_006716167,0.8,0.2571428571428572,-0.5,0.5,1.3,TRUE
DZIP1,PDE5A,0.2,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
DZIP1,DDR2,1,0.37142857142857144,-0.5,0.5,1.5,TRUE
DZIP1,XM_006711345,1,0.37142857142857144,-0.5,0.5,1.5,TRUE
DZIP1,GUCY1A1,1,-0.5428571428571428,0.5,0.5,1.5428571428571427,TRUE
DZIP1,TIMP2,1,0.6571428571428571,1,-1,2,TRUE
DZIP1,LTBP2,1,0.028571428571428574,1,0.5,0.9714285714285714,TRUE
DZIP1,FBLN5,0.8,0.8857142857142858,-1,-0.5,1.8857142857142857,TRUE
DZIP1,XM_005267267,0.8,0.8857142857142858,-1,-0.5,1.8857142857142857,TRUE
DZIP1,DOCK11,0.8,0.19999999999999998,0.5,-1,1.8,TRUE
DZIP1,PDGFRB,1,0.2571428571428572,-1,-0.5,2,TRUE
DZIP1,MFAP4,0.4,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
DZIP1,NEXN,1,0.6571428571428571,-1,0.5,2,TRUE
DZIP1,PTPRG,0.2,0.028571428571428574,-0.5,1,1.5,TRUE
DZIP1,IGFBP4,0.8,0.14285714285714285,-0.5,-0.5,1.3,TRUE
DZIP1,PLCL2,0.8,-0.42857142857142855,1,1,1.4285714285714286,TRUE
DZIP1,MYL9,1,-0.5428571428571428,-1,-1,2,TRUE
DZIP1,THSD4,0.4,-0.6571428571428571,0.5,1,1.657142857142857,TRUE
DZIP1,ATP8B2,0.2,-0.31428571428571433,-0.5,0.5,1,TRUE
DZIP1,ITGA4,1,0.6571428571428571,1,-0.5,1.5,TRUE
DZIP1,MSRB3,0.4,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
DZIP1,NR_024554,0.8,-0.2571428571428572,-0.5,-1,1.8,TRUE
DZIP1,NR_024555,0.8,-0.2571428571428572,-0.5,-1,1.8,TRUE
DZIP1,RHOBTB1,0.8,-0.2571428571428572,-0.5,-1,1.8,TRUE
DZIP1,XM_006718089,0.8,-0.2571428571428572,-0.5,-1,1.8,TRUE
DZIP1,XR_428729,0.8,-0.2571428571428572,-0.5,-1,1.8,TRUE
DZIP1,CCDC71L,0.8,-0.7714285714285715,0.5,0.5,1.5714285714285716,TRUE
DZIP1,PNMA2,0.8,-0.37142857142857144,-0.5,-0.5,1.3,TRUE
DZIP1,PROS1,0.2,0.14285714285714285,-0.5,-1,1.2,TRUE
DZIP1,CHN1,0.2,0.8285714285714285,-1,0.5,1.8285714285714285,TRUE
DZIP1,DSEL,0.8,0.7142857142857143,-1,0.5,1.8,TRUE
DZIP1,PRICKLE1,1,0.028571428571428574,0.5,0.5,0.9714285714285714,TRUE
DZIP1,KANK2,1,-0.2571428571428572,0.5,-1,2,TRUE
DZIP1,TIMP1,0.8,0.31428571428571433,1,0.5,0.6857142857142857,TRUE
DZIP1,PEAR1,0.4,-0.5428571428571428,-0.5,0.5,1.0428571428571427,TRUE
DZIP1,XM_006711301,0.4,-0.5428571428571428,-0.5,0.5,1.0428571428571427,TRUE
DZIP1,KIRREL1,0.4,0.14285714285714285,-0.5,1,1.5,TRUE
DZIP1,XM_006711430,0.4,0.14285714285714285,-0.5,1,1.5,TRUE
DZIP1,TIMP3,0.2,0.42857142857142855,-0.5,-0.5,0.9285714285714286,TRUE
DZIP1,MARVELD2,-0.2,-0.7714285714285715,-0.5,-1,0.8,TRUE
DZIP1,XM_005276758,-0.2,-0.7714285714285715,-0.5,-1,0.8,TRUE
DZIP1,LMOD1,0.8,-0.08571428571428572,0.5,-0.5,1.3,TRUE
DZIP1,GFPT2,0.8,-0.2571428571428572,-0.5,0.5,1.3,TRUE
DZIP1,TMEM98,0.2,-0.6,-1,0.5,1.5,TRUE
DZIP1,ABCB4,1,-0.8285714285714285,0.5,-0.5,1.8285714285714285,TRUE
DZIP1,FKBP7,0.2,0.37142857142857144,-0.5,0.5,1,TRUE
DZIP1,XM_005246638,0.2,0.37142857142857144,-0.5,0.5,1,TRUE
DZIP1,XR_241312,0.2,0.37142857142857144,-0.5,0.5,1,TRUE
DZIP1,HACD1,0.4,-0.4857142857142857,-0.5,1,1.5,TRUE
DZIP1,XR_428651,0.4,-0.4857142857142857,-0.5,1,1.5,TRUE
DZIP1,BMP4,0.8,-0.14285714285714285,0.5,-0.5,1.3,TRUE
DZIP1,XM_005268015,0.8,-0.14285714285714285,0.5,-0.5,1.3,TRUE
DZIP1,IRAG1,1,-0.4857142857142857,0.5,-1,2,TRUE
DZIP1,ADCY3,0.4,-0.5428571428571428,-0.5,0.5,1.0428571428571427,TRUE
DZIP1,LIX1L,0.8,-0.7142857142857143,1,0.5,1.7142857142857144,TRUE
DZIP1,TTC28,0.4,0.4857142857142857,1,-0.5,1.5,TRUE
DZIP1,GAS6,1,0.5428571428571428,-1,0.5,2,TRUE
DZIP1,TRAF5,1,-0.31428571428571433,-0.5,0.5,1.5,TRUE
DZIP1,CNN3,0.8,0.7142857142857143,1,-1,2,TRUE
DZIP1,PEAK1,1,0.42857142857142855,-0.5,-0.5,1.5,TRUE
